Date,Total Covid Cases,MURDER & NON-NEGL. MANSLAUGHTER,PETIT LARCENY,FORGERY,ROBBERY,HARRASSMENT 2,DANGEROUS WEAPONS,FELONY ASSAULT,THEFT-FRAUD,CRIMINAL TRESPASS,BURGLARY,SEX CRIMES,ARSON,ASSAULT 3 & RELATED OFFENSES,GRAND LARCENY,DANGEROUS DRUGS,RAPE,MISCELLANEOUS PENAL LAW,VEHICLE AND TRAFFIC LAWS,UNAUTHORIZED USE OF A VEHICLE,ADMINISTRATIVE CODE,CRIMINAL MISCHIEF & RELATED OF,GRAND LARCENY OF MOTOR VEHICLE,THEFT OF SERVICES,OTHER OFFENSES RELATED TO THEF,OFF. AGNST PUB ORD SENSBLTY &,OFFENSES INVOLVING FRAUD,POSSESSION OF STOLEN PROPERTY,OFFENSES AGAINST PUBLIC ADMINI,NYS LAWS-UNCLASSIFIED FELONY,BURGLAR'S TOOLS,FRAUDS,INTOXICATED & IMPAIRED DRIVING,OFFENSES AGAINST THE PERSON,PROSTITUTION & RELATED OFFENSES,OTHER STATE LAWS (NON PENAL LA,AGRICULTURE & MRKTS LAW-UNCLASSIFIED,KIDNAPPING & RELATED OFFENSES,PETIT LARCENY OF MOTOR VEHICLE,OFFENSES AGAINST PUBLIC SAFETY,FORTUNE TELLING,GAMBLING,ANTICIPATORY OFFENSES,ALCOHOLIC BEVERAGE CONTROL LAW,FELONY SEX CRIMES,CHILD ABANDONMENT/NON SUPPORT,DISORDERLY CONDUCT,OTHER STATE LAWS,FRAUDULENT ACCOSTING,"HOMICIDE-NEGLIGENT,UNCLASSIFIE",JOSTLING,KIDNAPPING,UNLAWFUL POSS. WEAP. ON SCHOOL,ESCAPE 3,NEW YORK CITY HEALTH CODE,ENDAN WELFARE INCOMP,NYS LAWS-UNCLASSIFIED VIOLATION,HOMICIDE-NEGLIGENT-VEHICLE,OFFENSES RELATED TO CHILDREN
04/27/2020,2290,0,199,1,21,152,9,39,4,7,29,11,3,79,70,15,1,28,4,2,3,112,11,0,0,30,0,2,15,1,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/28/2020,2726,0,166,3,10,153,22,34,4,10,41,10,1,107,79,23,4,37,13,6,1,137,25,0,2,29,0,8,24,0,0,2,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/29/2020,2340,0,185,7,21,132,23,40,7,11,43,14,0,84,44,36,2,41,5,5,2,125,13,0,0,30,3,13,16,1,3,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
04/30/2020,2022,0,184,2,25,115,7,43,6,4,50,8,1,85,57,20,3,30,3,5,2,102,19,0,1,31,1,8,14,2,3,4,7,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/01/2020,1887,0,208,4,22,171,9,51,10,5,34,18,1,101,87,33,6,43,8,1,1,175,28,0,0,46,1,3,23,1,2,7,6,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/02/2020,1058,1,173,7,31,184,30,74,4,9,33,10,0,125,57,24,2,35,7,4,2,119,16,0,0,37,2,7,25,0,1,2,10,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,787,0,173,3,21,160,14,53,4,6,46,13,1,120,44,19,3,43,12,5,0,115,13,0,0,35,0,3,19,0,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
05/04/2020,1549,0,202,1,30,177,9,53,8,9,51,10,2,91,55,17,4,35,10,5,3,107,23,0,0,43,1,6,17,1,2,4,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
05/05/2020,1512,1,199,5,17,132,18,43,4,11,33,10,0,122,93,30,1,26,9,5,0,114,12,0,0,45,1,7,20,2,2,2,4,5,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/06/2020,1398,0,176,4,23,147,16,38,7,3,30,9,2,106,68,35,2,31,10,7,1,141,13,0,2,34,4,8,7,5,1,7,4,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/07/2020,1239,1,202,3,18,149,20,39,5,9,41,13,1,86,76,34,2,33,9,9,5,94,22,0,2,42,3,7,20,1,1,7,3,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
05/08/2020,1080,0,193,2,27,156,13,48,8,8,34,12,3,111,91,27,3,18,10,6,3,126,24,0,0,24,3,4,17,2,0,1,4,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
05/09/2020,657,0,211,6,19,132,3,41,1,6,48,10,2,108,61,12,1,24,9,3,2,85,22,0,0,28,1,3,14,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
05/10/2020,457,3,175,4,18,170,8,48,3,4,34,23,2,123,53,4,5,28,7,4,2,129,13,0,1,30,2,2,19,1,0,1,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/11/2020,1232,2,180,3,24,143,10,48,12,13,41,9,4,99,67,15,3,28,4,4,2,122,26,0,1,53,1,1,14,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
05/12/2020,1285,1,199,10,23,163,17,42,4,8,37,9,2,101,65,45,3,31,4,2,3,131,25,0,1,37,1,5,9,0,2,3,8,2,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/13/2020,1333,1,185,3,23,138,13,57,7,7,35,3,0,115,66,47,0,27,10,4,1,150,20,0,0,35,1,5,18,2,0,2,5,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/14/2020,1110,2,212,7,16,161,21,50,6,6,32,13,4,112,63,62,0,41,7,5,2,131,15,0,2,28,3,2,14,3,1,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
05/15/2020,873,1,192,3,17,180,14,65,9,13,38,12,1,112,78,47,3,51,12,4,4,125,24,0,1,47,1,3,20,4,2,5,7,3,0,1,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
05/16/2020,485,2,187,2,42,175,13,69,2,6,25,17,1,121,65,22,3,33,16,5,1,141,24,0,0,34,2,4,13,1,0,2,9,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05/17/2020,360,0,164,4,26,154,15,53,4,7,25,7,2,140,53,9,6,23,15,8,2,123,15,0,1,37,1,0,13,1,2,3,4,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05/18/2020,895,2,247,9,21,156,8,41,6,9,35,12,1,93,71,17,2,33,6,3,4,144,15,0,1,49,2,5,15,4,2,4,4,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
05/19/2020,1004,1,211,7,34,145,20,53,2,8,34,12,2,97,70,58,2,36,10,1,1,137,27,0,2,43,3,5,19,0,2,3,4,1,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/20/2020,1077,2,216,8,27,172,23,45,14,9,43,8,4,96,75,43,3,28,6,4,3,143,19,0,1,51,1,4,19,0,0,3,6,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
05/21/2020,1069,0,212,7,40,169,23,43,6,9,35,10,1,104,75,66,1,49,15,3,3,167,24,0,1,30,1,4,10,2,1,7,5,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/22/2020,1036,1,230,7,20,177,17,64,3,7,59,9,3,118,85,55,2,33,18,5,1,138,32,0,0,36,2,1,19,1,2,3,9,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/23/2020,455,1,195,5,26,168,14,51,1,4,41,6,1,96,48,37,2,30,7,1,2,121,21,0,0,35,3,3,13,2,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/24/2020,467,4,161,5,16,152,17,42,0,7,32,4,3,119,54,20,3,33,13,3,2,118,21,0,0,44,2,2,17,1,0,3,9,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/25/2020,464,2,189,2,30,142,17,44,5,5,43,16,4,145,60,18,2,33,13,4,4,114,23,0,0,42,0,6,11,1,0,2,7,2,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/26/2020,1050,1,230,7,37,171,18,73,9,8,28,4,1,119,79,40,0,34,18,7,2,115,26,1,1,44,1,5,17,1,0,4,9,3,1,1,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
05/27/2020,741,0,249,8,42,175,35,50,8,8,33,6,2,105,67,48,5,36,15,4,1,126,26,0,2,42,6,3,17,1,1,4,12,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/28/2020,646,4,224,7,33,170,21,59,3,11,27,14,2,110,71,46,2,34,10,6,2,138,23,0,0,52,1,2,43,1,0,5,4,6,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/29/2020,639,0,185,7,34,169,20,74,3,5,39,10,2,111,75,34,4,51,21,6,2,197,30,0,0,49,1,4,31,2,0,3,6,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/30/2020,346,1,159,0,22,155,7,84,3,3,45,13,12,132,66,6,3,40,14,4,5,234,33,0,1,55,1,2,26,1,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/31/2020,230,2,156,3,31,178,2,93,4,1,97,9,9,123,61,5,3,40,16,4,2,223,25,0,0,47,0,4,27,0,0,1,8,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/01/2020,686,3,193,2,60,184,10,71,12,7,442,23,8,114,81,3,10,30,5,4,1,363,32,0,1,74,0,66,36,5,5,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/02/2020,571,3,155,4,34,162,27,52,4,7,296,7,9,103,74,9,0,29,9,10,3,250,28,0,0,45,1,18,37,0,7,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,515,1,176,1,17,155,15,44,7,7,53,7,9,75,67,14,2,28,14,2,1,149,9,0,0,38,1,2,20,0,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
06/04/2020,519,1,164,3,21,177,17,64,3,4,45,9,6,96,70,11,3,27,24,3,2,124,8,0,1,52,0,2,18,2,0,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/05/2020,402,3,186,4,27,163,8,49,1,3,47,4,2,93,60,9,3,25,12,4,1,121,22,0,0,30,1,2,21,0,1,3,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
06/06/2020,247,1,143,3,30,150,14,58,5,0,42,10,3,121,67,11,3,38,16,9,2,121,11,0,1,38,0,3,13,0,1,2,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/07/2020,197,4,155,1,29,160,10,63,1,8,30,14,7,125,55,7,3,26,13,5,5,105,14,0,1,41,0,2,13,0,1,2,9,3,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/08/2020,447,1,170,4,34,187,6,51,10,4,31,9,5,127,93,6,3,37,16,2,2,126,16,0,0,47,0,5,17,4,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/09/2020,419,1,182,1,31,166,17,64,3,3,30,10,2,120,75,6,4,32,10,4,2,115,21,0,2,38,2,4,13,2,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/10/2020,363,0,221,2,31,179,9,43,8,3,33,15,2,109,85,8,3,32,20,7,1,135,26,0,0,36,0,2,19,1,0,5,3,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/11/2020,363,1,195,1,30,169,11,44,7,4,24,7,7,120,67,4,2,31,17,7,0,121,32,0,0,46,0,2,12,1,1,9,4,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/12/2020,409,2,220,4,37,171,6,73,12,11,39,8,2,128,80,7,1,35,23,3,3,113,20,0,0,59,0,1,11,0,0,5,9,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/13/2020,196,0,209,4,35,180,16,74,4,2,40,13,5,106,73,6,2,37,21,3,2,124,20,0,1,40,1,1,14,2,1,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/14/2020,180,1,169,0,28,175,9,74,0,2,20,16,3,110,62,13,2,31,20,4,3,106,17,0,1,45,1,2,11,1,0,3,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/15/2020,380,2,235,3,36,193,7,77,12,7,58,14,1,115,85,5,2,47,12,6,2,107,26,0,0,44,0,2,17,2,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
06/16/2020,419,0,193,2,36,168,4,60,6,3,26,9,2,104,80,9,4,33,11,5,0,117,18,0,0,36,0,4,12,1,0,5,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/17/2020,356,2,208,4,26,176,2,68,8,6,38,10,2,123,96,10,0,44,11,4,1,152,21,0,1,38,0,1,12,1,0,3,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/18/2020,378,0,199,0,43,158,0,59,7,2,45,19,3,117,71,4,3,36,11,6,2,137,28,0,0,44,0,1,18,0,0,6,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/19/2020,361,1,219,0,24,179,3,55,9,7,46,8,1,118,79,0,3,31,16,3,1,117,17,0,0,41,0,0,8,0,1,7,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
06/20/2020,203,3,202,2,33,186,0,93,4,4,36,16,4,142,73,5,1,30,24,4,3,126,25,0,0,48,0,1,6,0,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/21/2020,172,0,172,0,25,201,3,78,2,6,24,16,3,164,60,0,0,44,25,2,2,127,26,0,0,42,0,2,8,0,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
06/22/2020,402,3,211,1,37,194,4,79,5,5,38,7,4,126,89,1,1,26,19,5,0,169,29,0,1,42,1,2,13,1,0,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/23/2020,381,1,214,0,35,223,2,62,4,1,34,14,4,145,76,3,5,21,27,2,2,146,25,0,2,54,0,1,11,0,0,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/24/2020,381,0,230,2,40,203,10,62,3,4,38,19,6,141,80,8,3,42,23,2,3,159,32,0,1,49,0,1,11,1,0,5,1,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/25/2020,298,0,218,1,30,216,6,71,8,1,23,11,3,149,88,0,1,33,15,3,2,154,26,0,1,50,0,0,10,2,0,5,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
06/26/2020,317,3,244,1,41,240,8,77,8,0,48,10,6,138,99,3,2,29,28,4,2,118,26,0,2,54,0,0,6,1,0,6,8,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
06/27/2020,206,2,179,1,35,228,5,84,4,4,30,11,1,161,84,0,2,36,18,1,3,132,26,0,2,38,0,2,14,1,0,2,4,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/28/2020,201,1,181,1,33,167,2,82,2,4,45,12,0,139,76,2,4,28,22,6,6,138,25,0,0,37,0,1,7,0,0,2,7,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/29/2020,437,1,207,1,30,183,4,87,9,6,29,13,3,124,97,0,3,35,24,3,1,109,20,0,2,43,0,1,6,3,0,9,6,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
06/30/2020,441,1,240,1,29,197,4,72,9,2,37,7,5,120,98,2,4,32,14,5,0,139,24,0,2,40,0,2,10,2,0,6,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/01/2020,395,1,230,1,40,233,8,51,9,4,47,16,2,98,117,4,6,38,18,6,4,136,23,0,2,58,0,2,15,0,0,10,1,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/02/2020,416,4,244,3,36,190,5,51,3,5,60,10,1,118,106,5,4,29,26,6,1,122,35,1,2,46,1,0,10,2,0,5,3,1,0,3,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,234,2,215,2,32,199,3,65,7,2,49,18,3,133,91,3,2,39,23,4,0,115,26,0,4,43,0,1,8,0,0,2,7,4,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2020,120,1,183,0,31,179,6,77,2,1,42,11,7,161,61,0,6,42,19,2,1,154,17,0,1,33,1,4,7,0,0,0,11,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/05/2020,155,9,186,2,38,200,8,153,3,3,27,11,9,178,87,3,6,33,28,3,1,157,22,0,0,42,0,1,19,1,0,2,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/06/2020,431,0,271,0,40,210,1,52,12,4,39,7,3,116,94,1,10,30,11,4,4,119,27,0,1,45,0,2,11,2,0,6,3,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/07/2020,461,3,214,2,48,219,2,61,6,4,28,7,0,124,96,5,3,32,17,5,6,123,24,0,2,48,0,1,13,0,0,5,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/08/2020,437,1,287,1,27,188,7,49,4,3,38,9,0,128,99,11,3,28,14,4,6,126,28,0,1,44,0,2,7,1,0,8,4,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/09/2020,391,1,225,0,23,214,4,63,7,3,64,25,0,139,88,5,2,27,22,1,1,125,34,0,1,42,0,2,9,1,0,7,4,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/10/2020,306,1,254,1,36,190,7,73,7,5,52,13,1,108,89,5,2,34,17,3,6,103,24,0,0,36,1,1,15,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/11/2020,259,0,223,0,40,177,4,52,0,4,47,8,2,132,74,2,3,33,21,2,2,115,21,0,3,45,0,0,11,0,0,1,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/12/2020,223,2,224,1,34,201,9,101,5,4,44,18,1,156,103,0,7,41,21,0,0,117,26,0,1,49,0,3,18,1,0,1,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/13/2020,483,3,251,0,35,180,7,68,9,4,33,21,2,122,107,2,2,42,19,2,3,146,32,0,3,56,0,0,7,1,0,0,6,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/14/2020,402,2,282,1,37,170,9,66,7,6,41,12,4,131,97,6,1,40,24,4,0,133,26,0,2,47,0,1,7,0,0,4,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/15/2020,440,2,241,1,42,246,7,68,15,10,47,9,1,120,113,3,2,49,26,3,3,132,27,0,2,58,0,1,16,1,0,4,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
07/16/2020,411,0,247,5,42,206,6,69,3,4,43,7,5,95,94,6,2,55,18,1,3,114,31,0,1,52,0,2,11,1,0,5,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/17/2020,413,0,257,0,41,201,2,51,7,2,61,10,5,122,98,12,1,33,20,4,1,147,36,0,1,58,0,1,12,1,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/18/2020,216,1,226,0,37,205,6,75,2,9,37,21,3,127,95,3,3,34,24,3,2,113,35,0,1,35,1,2,10,2,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/19/2020,176,1,224,0,37,179,2,69,2,6,36,10,4,131,64,1,5,29,25,3,4,123,28,0,1,45,0,1,8,0,0,1,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
07/20/2020,401,1,243,3,32,205,1,49,8,3,45,13,3,110,97,4,5,32,22,5,1,136,29,0,3,36,1,2,8,2,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/21/2020,340,0,239,0,26,187,10,53,9,6,51,9,1,119,99,3,7,33,23,3,4,131,31,0,1,39,1,3,4,1,0,5,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/22/2020,329,3,277,0,33,186,5,41,4,1,44,8,7,102,105,11,1,36,20,4,1,135,33,0,0,46,0,1,18,0,0,2,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/23/2020,308,0,264,1,30,204,6,46,5,6,35,14,4,83,111,7,1,33,24,2,2,139,32,0,2,39,0,1,12,2,0,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/24/2020,298,2,221,1,25,206,7,74,2,3,34,15,1,101,102,8,3,31,19,7,1,133,38,0,2,42,1,2,14,2,0,4,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/25/2020,153,2,217,2,60,198,8,71,7,3,46,8,1,130,83,5,3,22,18,5,3,124,28,0,2,38,1,0,12,0,0,2,5,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
07/26/2020,140,8,218,1,39,177,7,78,4,12,33,7,0,165,95,2,8,33,25,5,1,121,29,0,0,37,1,1,13,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/27/2020,312,2,286,2,45,207,3,76,11,2,41,4,3,128,112,1,1,27,29,4,4,113,28,0,0,51,0,0,15,0,0,2,4,3,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/28/2020,313,1,243,1,48,223,14,60,3,5,34,24,0,120,100,6,1,40,17,3,2,151,33,0,1,54,0,2,19,0,0,4,2,3,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/29/2020,287,0,258,1,34,189,14,65,10,1,35,7,2,123,92,4,2,34,16,4,4,157,40,0,1,50,0,0,18,2,0,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/30/2020,274,0,236,2,38,192,7,51,7,3,41,6,2,123,86,9,2,34,15,4,3,134,33,0,0,44,1,4,12,2,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07/31/2020,262,2,206,1,37,214,12,56,7,6,28,12,3,113,98,14,1,33,21,4,3,148,26,0,0,61,0,0,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/2020,189,2,260,0,58,231,9,89,7,5,41,24,1,148,100,20,3,35,35,3,4,198,32,0,2,52,0,1,11,0,0,6,3,4,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/02/2020,135,1,218,3,52,203,8,105,1,1,46,11,0,154,87,5,0,32,21,3,6,140,37,0,1,37,1,3,11,1,0,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,348,0,238,6,38,217,5,77,11,5,36,13,3,126,130,6,2,35,28,4,1,106,39,0,1,50,0,3,13,3,0,9,3,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/04/2020,187,1,228,1,44,167,4,37,7,3,45,7,2,97,91,7,6,33,14,4,1,131,26,0,1,40,0,3,9,0,0,3,5,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/05/2020,298,0,226,1,37,205,14,71,5,2,35,14,2,120,117,28,2,26,30,2,2,122,32,0,1,44,1,3,27,1,1,1,7,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/06/2020,288,2,217,4,31,218,15,65,9,6,36,18,1,114,112,22,1,47,20,3,5,128,29,0,3,34,2,3,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/07/2020,255,0,246,3,46,185,5,60,5,5,49,9,3,100,119,23,5,37,30,5,2,129,30,0,1,42,1,2,23,1,0,4,6,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
08/08/2020,160,2,228,0,29,221,11,55,3,5,33,6,2,114,86,20,3,42,24,7,1,110,24,0,2,39,1,3,9,0,0,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
